,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,id,senid,name,type,date,init01,init02,m01,m02,c01,c02,c03,c04,pc01,pc02,gf01,gf02,gf03,gf04,gf05,gf06,logger1_pos1,logger1_pos2,logger2_pos1,logger2_pos2,logger3_pos1,logger3_pos2
0,0,0,0,0,0,0,0,0,0,1,HS0101,HS-1-1,HS,2020-01-01 1:00,5399.28,0.0,2280.356,0.0,-10.096,0.0,0.0,0.0,-10.096,0.0,0.050668,999999.0,999999.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,1,1,1,1,1,2,HS0110,HS-1-10,HS,2020-01-01 1:00,5179.41,0.0,3297.058,0.0,288.537,0.0,0.0,0.0,288.537,0.0,0.050699,999999.0,999999.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
2,2,2,2,2,2,2,2,2,2,3,HS0111,HS-1-11,HS,2020-01-01 1:00,5131.01,0.0,2292.937,0.0,6.409,0.0,0.0,0.0,6.409,0.0,0.050643,999999.0,999999.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
3,3,3,3,3,3,3,3,3,3,4,HS0112,HS-1-12,HS,2020-01-01 1:00,5261.71,0.0,2294.417,0.0,0.132,0.0,0.0,0.0,0.132,0.0,0.050136,999999.0,999999.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
4,4,4,4,4,4,4,4,4,4,5,HS0113,HS-1-13,HS,2020-01-01 1:00,5441.44,0.0,2331.938,0.0,-0.174,0.0,0.0,0.0,-0.174,0.0,0.049632,999999.0,999999.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
5,5,5,5,5,5,5,5,5,5,6,HS0114,HS-1-14,HS,2020-01-01 1:00,5213.52,0.0,2279.658,0.0,-0.862,0.0,0.0,0.0,-0.862,0.0,0.051674,999999.0,999999.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
6,6,6,6,6,6,6,6,6,6,7,HS0102,HS-1-2,HS,2020-01-01 1:00,5296.09,0.0,539.993,0.0,-252.747,0.0,0.0,0.0,-252.747,0.0,0.050504,999999.0,999999.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
7,7,7,7,7,7,7,7,7,7,8,HS0103,HS-1-3,HS,2020-01-01 1:00,5145.39,0.0,2261.434,0.0,-1.558,0.0,0.0,0.0,-1.558,0.0,0.049755,999999.0,999999.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
8,8,8,8,8,8,8,8,8,8,9,HS0104,HS-1-4,HS,2020-01-01 1:00,5290.31,0.0,2288.28,0.0,-2.693,0.0,0.0,0.0,-2.693,0.0,0.049799,999999.0,999999.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
9,9,9,9,9,9,9,9,9,9,10,HS0105,HS-1-5,HS,2020-01-01 1:00,5221.92,0.0,2314.708,0.0,6.824,0.0,0.0,0.0,6.824,0.0,0.050196,999999.0,999999.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
10,10,10,10,10,10,10,10,10,10,11,HS0106,HS-1-6,HS,2020-01-01 1:00,4959.24,0.0,2314.709,0.0,20.69,0.0,0.0,0.0,20.69,0.0,0.051901,999999.0,999999.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
11,11,11,11,11,11,11,11,11,11,12,HS0107,HS-1-7,HS,2020-01-01 1:00,5160.42,0.0,2269.728,0.0,-0.439,0.0,0.0,0.0,-0.439,0.0,0.050137,999999.0,999999.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
12,12,12,12,12,12,12,12,12,12,14,HS0109,HS-1-9,HS,2020-01-01 1:00,4985.13,0.0,2257.087,0.0,5.656,0.0,0.0,0.0,5.656,0.0,0.051744,999999.0,999999.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
13,13,13,13,13,13,13,13,13,13,15,SG0001,SC-1,SG,2020-01-01 1:00,4116.35,9.3,2015.951,-4.875,-0.646,-8.249,7.603,0.0,-0.646,-8.249,-0.07453,-0.29533,999999.0,0.0,0.0,0.0,17.0,90.0,0.0,0.0,0.0,0.0
14,14,14,14,14,14,14,14,14,14,16,SG0002,SC-2,SG,2020-01-01 1:00,4066.99,8.9,1996.132,-6.676,1.64,20.943,-19.303,0.0,1.64,20.943,-0.072303,-0.35718,999999.0,0.0,0.0,0.0,15.0,91.0,0.0,0.0,0.0,0.0
15,15,15,15,15,15,15,15,15,15,18,SG0004,SC-4,SG,2020-01-01 1:00,4243.2,5.5,2026.744,-31.207,5.592,71.41,-65.818,0.0,5.592,71.41,-0.075678,-0.2994,999999.0,0.0,0.0,0.0,40.0,116.0,0.0,0.0,0.0,0.0
16,16,16,16,16,16,16,16,16,16,19,SG0005,SC-5,SG,2020-01-01 1:00,3869.9,6.4,1943.929,-31.027,2.551,32.576,-30.025,0.0,2.551,32.576,-0.074248,-0.35689,999999.0,0.0,0.0,0.0,41.0,117.0,0.0,0.0,0.0,0.0
17,17,17,17,17,17,17,17,17,17,20,EP0101,EP-1C,EP,2020-06-29 10:00,3485.53,7.3,1686.526,-24.824,121.192,0.0,0.0,0.0,121.192,0.0,-1.9858,-0.42051,999999.0,0.0,0.0,0.0,3.0,113.0,0.0,0.0,0.0,0.0
18,18,18,18,18,18,18,18,18,18,21,EP0102,EP-1D,EP,2020-06-29 10:00,3316.75,7.4,1686.04,-24.824,83.67,0.0,0.0,0.0,83.67,0.0,-1.9021,-0.23497,999999.0,0.0,0.0,0.0,4.0,113.0,0.0,0.0,0.0,0.0
19,19,19,19,19,19,19,19,19,19,23,EP0201,EP-2C,EP,2020-06-29 10:00,3617.09,17.1,1835.215,-24.824,28.139,0.0,0.0,0.0,28.139,0.0,-1.3898,-0.58198,999999.0,0.0,0.0,0.0,39.0,113.0,0.0,0.0,0.0,0.0
20,20,20,20,20,20,20,20,20,20,24,EP0202,EP-2D,EP,2020-06-29 10:00,3452.26,20.3,1816.455,-20.069,15.187,0.0,0.0,0.0,15.187,0.0,-1.4423,-0.88342,999999.0,0.0,0.0,0.0,7.0,83.0,0.0,0.0,0.0,0.0
21,21,21,21,21,21,21,21,21,21,26,EP0301,EP-3C,EP,2020-06-29 10:00,3433.34,11.2,1761.177,-7.182,39.854,0.0,0.0,0.0,39.854,0.0,-1.371,-0.96826,999999.0,0.0,0.0,0.0,9.0,85.0,0.0,0.0,0.0,0.0
22,22,22,22,22,22,22,22,22,22,27,EP0303,EP-3U,EP,2020-06-29 10:00,3748.09,9.6,1876.514,-21.248,23.695,0.0,0.0,0.0,23.695,0.0,-1.3357,-0.51758,999999.0,0.0,0.0,0.0,8.0,84.0,0.0,0.0,0.0,0.0
23,23,23,23,23,23,23,23,23,23,28,EP0401,EP-4C,EP,2020-06-29 10:00,3870.73,8.5,1875.888,-34.559,41.553,0.0,0.0,0.0,41.553,0.0,-1.3629,-0.74109,999999.0,0.0,0.0,0.0,12.0,88.0,0.0,0.0,0.0,0.0
24,24,24,24,24,24,24,24,24,24,30,EP0403,EP-4U,EP,2020-06-29 10:00,3785.38,9.4,1881.938,-6.381,26.179,0.0,0.0,0.0,26.179,0.0,-1.3472,-0.5052,999999.0,0.0,0.0,0.0,11.0,87.0,0.0,0.0,0.0,0.0
25,25,25,25,25,25,25,25,25,25,31,EP0502,EP-5D,EP,2020-06-29 10:00,3139.23,3.0,1747.51,-9.591,5.394,0.0,0.0,0.0,5.394,0.0,-1.3347,-1.0928,999999.0,0.0,0.0,0.0,36.0,112.0,0.0,0.0,0.0,0.0
26,26,26,26,26,26,26,26,26,26,32,EP0503,EP-5U,EP,2020-06-29 10:00,3560.66,11.2,1853.981,-13.568,9.401,0.0,0.0,0.0,9.401,0.0,-1.283,-0.70566,999999.0,0.0,0.0,0.0,34.0,110.0,0.0,0.0,0.0,0.0
27,27,27,27,27,27,27,27,27,27,33,EP0601,EP-6C,EP,2020-06-29 10:00,3848.65,9.5,1921.733,-22.431,13.898,0.0,0.0,0.0,13.898,0.0,-1.3603,-0.85019,999999.0,0.0,0.0,0.0,38.0,114.0,0.0,0.0,0.0,0.0
28,28,28,28,28,28,28,28,28,28,34,EP0603,EP-6U,EP,2020-06-29 10:00,3594.16,8.9,1865.3,-24.824,8.44,0.0,0.0,0.0,8.44,0.0,-1.3217,-0.78475,999999.0,0.0,0.0,0.0,37.0,113.0,0.0,0.0,0.0,0.0
29,29,29,29,29,29,29,29,29,29,37,PJ0102,PJ-1-2,PJ,2020-01-01 1:00,4697.9,0.0,833.373,0.0,-68.686,0.0,0.0,0.0,-68.686,0.0,0.017157,999999.0,999999.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
30,30,30,30,30,30,30,30,30,30,39,PP0001,PP-1,PP,2020-06-12 15:00,3809.72,3.3,1845.129,-22.782,2.361,0.0,0.0,0.0,2.361,0.0,-0.656,-6e-06,-0.37962,0.0,0.0,0.0,10.0,118.0,0.0,0.0,0.0,0.0
31,31,31,31,31,31,31,31,31,31,40,PP0002,PP-2,PP,2020-06-29 10:00,3262.57,0.6,3404.335,-18.217,-62.933,0.0,0.0,0.0,-62.933,0.0,-0.658,-8e-06,-0.37972,0.0,0.0,0.0,43.0,119.0,0.0,0.0,0.0,0.0
32,32,32,32,32,32,32,32,32,32,41,PP0003,PP-3,PP,2020-06-29 10:00,3942.87,21.7,1832.585,-30.296,3.664,0.0,0.0,0.0,3.664,0.0,-0.677,-8e-06,-0.31572,0.0,0.0,0.0,44.0,120.0,0.0,0.0,0.0,0.0
33,33,33,33,33,33,33,33,33,33,42,PP0004,PP-4,PP,2020-06-29 10:00,3627.39,9.0,1803.137,-5.798,2.258,0.0,0.0,0.0,2.258,0.0,-0.678,-5e-06,-0.31414,0.0,0.0,0.0,32.0,108.0,0.0,0.0,0.0,0.0
34,34,34,34,34,34,34,34,34,34,43,PP0005,PP-5,PP,2020-06-29 10:00,2923.32,21.5,1585.234,-4.755,2.555,0.0,0.0,0.0,2.555,0.0,-0.675,-7e-06,-0.66007,0.0,0.0,0.0,33.0,109.0,0.0,0.0,0.0,0.0
35,35,35,35,35,35,35,35,35,35,44,JM0002,JM-2,JM,2020-02-19 10:00,2996.46,0.0,1805.615,2.268,2.268,0.0,0.0,0.0,2.268,0.0,0.008599,999999.0,999999.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
36,36,36,36,36,36,36,36,36,36,45,JM0006,JM-6,JM,2020-03-26 10:00,2830.32,0.0,1699.615,0.502,0.502,0.0,0.0,0.0,0.502,0.0,0.008592,999999.0,999999.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0
37,37,37,37,37,37,37,37,37,37,49,PJ0203,PJ-2-3,PJ,2020-01-01 1:00,4467.3,0.0,2083.982,0.0,-2.15,0.0,0.0,0.0,-2.15,0.0,0.017298,999999.0,999999.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
38,38,38,38,38,38,38,38,38,38,51,JM0007,JM-7,JM,2020-05-09 6:00,2263.22,0.0,1481.896,-0.576,-0.576,0.0,0.0,0.0,-0.576,0.0,0.00857,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
39,39,39,39,39,39,39,39,39,39,63,PJ0701,PJ-7-1,PJ,2020-01-01 1:00,4450.11,0.0,2139.216,0.0,2.178,0.0,0.0,0.0,2.178,0.0,0.017267,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
40,40,40,40,40,40,40,40,40,40,67,PP0011,PP-11,PP,2020-06-29 10:00,3674.87,10.0,1882.317,-8.406,0.56,0.0,0.0,0.0,0.56,0.0,-0.699,-9e-06,-0.65182,0.0,0.0,0.0,0.0,0.0,33.0,102.0,0.0,0.0
41,41,41,41,41,41,41,41,41,41,69,PP0007,PP-7,PP,2020-06-29 10:00,3713.77,9.5,1821.947,2.178,2.413,0.0,0.0,0.0,2.413,0.0,-0.69,-9e-06,-0.46137,0.0,0.0,0.0,0.0,0.0,11.0,80.0,0.0,0.0
42,42,42,42,42,42,42,42,42,42,70,PP0008,PP-8,PP,2020-06-29 10:00,3758.3,10.0,1815.509,-2.851,2.735,0.0,0.0,0.0,2.735,0.0,-0.653,-8e-06,-0.79609,0.0,0.0,0.0,0.0,0.0,12.0,83.0,0.0,0.0
43,43,43,43,43,43,43,43,43,43,71,PP0009,PP-9,PP,2021-06-04 14:00,3781.59,19.7,1816.249,-0.522,2.938,0.0,0.0,0.0,2.938,0.0,-0.668,-7e-06,-0.14764,0.0,0.0,0.0,0.0,0.0,12.0,81.0,0.0,0.0
44,44,44,44,44,44,44,44,44,44,73,HS0201,HS-2-1,HS,2020-01-01 1:00,5261.53,0.0,2248.322,0.0,-10.255,0.0,0.0,0.0,-10.255,0.0,0.049641,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
45,45,45,45,45,45,45,45,45,45,75,HS0211,HS-2-11,HS,2020-01-01 1:00,5081.74,0.0,2302.275,0.0,11.052,0.0,0.0,0.0,11.052,0.0,0.050527,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
46,46,46,46,46,46,46,46,46,46,77,HS0213,HS-2-13,HS,2020-01-01 1:00,5401.54,0.0,2330.664,0.0,1.522,0.0,0.0,0.0,1.522,0.0,0.049964,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
47,47,47,47,47,47,47,47,47,47,80,HS0203,HS-2-3,HS,2020-01-01 1:00,5459.09,0.0,2253.267,0.0,-19.162,0.0,0.0,0.0,-19.162,0.0,0.050179,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
48,48,48,48,48,48,48,48,48,48,81,HS0204,HS-2-4,HS,2020-01-01 1:00,5465.57,0.0,419.862,0.0,-264.083,0.0,0.0,0.0,-264.083,0.0,0.049928,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
49,49,49,49,49,49,49,49,49,49,82,HS0205,HS-2-5,HS,2020-01-01 1:00,5328.24,0.0,2305.653,0.0,-0.613,0.0,0.0,0.0,-0.613,0.0,0.050236,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
50,50,50,50,50,50,50,50,50,50,83,HS0206,HS-2-6,HS,2020-01-01 1:00,5099.54,0.0,419.979,0.0,-249.658,0.0,0.0,0.0,-249.658,0.0,0.050711,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
51,51,51,51,51,51,51,51,51,51,84,HS0207,HS-2-7,HS,2020-01-01 1:00,5244.79,0.0,2284.97,0.0,-1.189,0.0,0.0,0.0,-1.189,0.0,0.050152,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
52,52,52,52,52,52,52,52,52,52,85,HS0208,HS-2-8,HS,2020-01-01 1:00,5171.22,0.0,539.888,0.0,-243.489,0.0,0.0,0.0,-243.489,0.0,0.049898,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
53,53,53,53,53,53,53,53,53,53,86,HS0209,HS-2-9,HS,2020-01-01 1:00,4948.33,0.0,2287.503,0.0,14.422,0.0,0.0,0.0,14.422,0.0,0.050721,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
54,54,54,54,54,54,54,54,54,54,87,SG0010,SC-10,SG,2020-01-01 1:00,4009.5,5.2,1986.487,4.548,0.319,4.074,-3.755,0.0,0.319,4.074,-0.076324,-0.3231,999999.0,0.0,0.0,0.0,0.0,0.0,41.0,110.0,0.0,0.0
55,55,55,55,55,55,55,55,55,55,88,SG0006,SC-6,SG,2020-01-01 1:00,4107.17,9.5,1967.64,-1.24,12.928,165.091,-152.163,0.0,12.928,165.091,-0.072839,-0.33943,999999.0,0.0,0.0,0.0,0.0,0.0,14.0,83.0,0.0,0.0
56,56,56,56,56,56,56,56,56,56,89,SG0007,SC-7,SG,2020-01-01 1:00,4008.0,9.4,1984.078,-10.968,0.931,11.889,-10.958,0.0,0.931,11.889,-0.075183,-0.33983,999999.0,0.0,0.0,0.0,0.0,0.0,15.0,84.0,0.0,0.0
57,57,57,57,57,57,57,57,57,57,90,SG0008,SC-8,SG,2020-01-01 1:00,4140.41,10.2,1968.751,-8.683,15.609,199.327,-183.718,0.0,15.609,199.327,-0.075667,-0.34523,999999.0,0.0,0.0,0.0,0.0,0.0,16.0,85.0,0.0,0.0
